ID,Revenu (€),Montant du Prêt (€),Durée de l'Emploi (années),Historique de Crédit,Prêt Approuvé
8229,4166,8950,2,Bon,Non
8230,3241,10315,6,Mauvais,Non
8231,2766,12227,10,Mauvais,Non
8232,3769,17351,6,Mauvais,Non
8233,3997,3643,2,Bon,Oui
8234,4409,4516,7,Mauvais,Non
8235,4578,7621,2,Bon,Oui
8236,1889,4949,5,Bon,Non
8237,3358,19018,9,Bon,Non
8238,1810,15629,1,Mauvais,Non
8239,4298,12905,6,Bon,Non
8240,2765,19860,10,Mauvais,Non
8241,2771,5673,1,Mauvais,Non
8242,3498,12679,3,Mauvais,Non
8243,1943,5554,6,Mauvais,Non
8244,4579,8606,9,Bon,Oui
8245,2778,13318,1,Mauvais,Non
8246,4212,4016,6,Bon,Oui
8247,4631,10827,7,Mauvais,Non
8248,2985,4981,4,Bon,Oui
8249,2436,3818,2,Mauvais,Non
8250,4829,5723,4,Mauvais,Non
8251,4402,11238,6,Bon,Non
8252,3732,7218,6,Bon,Oui
8253,4667,8048,4,Bon,Oui
8254,2726,9037,8,Mauvais,Non
8255,4374,14030,2,Bon,Non
8256,4781,8948,1,Mauvais,Non
8257,2638,17003,1,Mauvais,Non
8258,2168,17931,8,Mauvais,Non
8259,2679,12450,9,Bon,Non
8260,2250,14945,3,Bon,Non
8261,2783,17626,9,Mauvais,Non
8262,1733,12909,3,Mauvais,Non
8263,2664,16763,4,Bon,Non
8264,4033,14878,10,Mauvais,Non
8265,3214,19842,4,Bon,Non
8266,3351,14729,2,Mauvais,Non
8267,3633,9915,5,Mauvais,Non
8268,3331,12713,2,Mauvais,Non
8269,3987,13806,4,Bon,Non
8270,1673,6984,6,Mauvais,Non
8271,1902,6169,8,Bon,Non
8272,2916,11990,10,Mauvais,Non
8273,4821,16459,7,Bon,Non
8274,2328,18761,2,Bon,Non
8275,4374,6662,10,Mauvais,Non
8276,3382,9574,2,Bon,Non
8277,2065,14794,1,Mauvais,Non
8278,3272,10375,5,Bon,Non
8279,4016,14129,4,Bon,Non
8280,4903,14218,9,Bon,Non
8281,2034,19536,4,Mauvais,Non
8282,4639,14922,10,Mauvais,Non
8283,3340,18880,10,Bon,Non
8284,3719,10092,2,Bon,Non
8285,2532,12346,1,Mauvais,Non
8286,4890,8721,3,Mauvais,Non
8287,3962,17074,9,Bon,Non
8288,1510,6668,9,Bon,Non
8289,4884,5455,9,Bon,Oui
8290,2965,9606,3,Mauvais,Non
8291,3011,16848,1,Mauvais,Non
8292,1626,16702,5,Bon,Non
8293,1986,10493,4,Mauvais,Non
8294,4217,18661,1,Bon,Non
8295,3879,5076,4,Bon,Oui
8296,1730,7873,5,Mauvais,Non
8297,4634,5723,7,Bon,Oui
8298,1540,7136,2,Mauvais,Non
8299,3003,18429,4,Bon,Non
8300,1976,12677,2,Bon,Non
8301,2756,12608,2,Bon,Non
8302,4198,18621,8,Mauvais,Non
8303,1553,14850,1,Mauvais,Non
8304,2800,6992,8,Bon,Non
8305,4385,9765,9,Bon,Non
8306,3065,18180,7,Bon,Non
8307,3267,7534,6,Mauvais,Non
8308,3984,14955,6,Bon,Non
8309,4970,4711,9,Mauvais,Non
8310,2183,11718,9,Mauvais,Non
8311,4326,11097,6,Mauvais,Non
8312,4461,6754,5,Bon,Oui
8313,4668,15731,8,Bon,Non
8314,4731,11155,7,Mauvais,Non
8315,3540,17028,7,Bon,Non
8316,3224,15144,10,Mauvais,Non
8317,4812,14367,3,Mauvais,Non
8318,3061,12626,2,Mauvais,Non
8319,1889,10158,4,Bon,Non
8320,3138,18652,6,Mauvais,Non
8321,2742,10986,10,Bon,Non
8322,2144,5539,9,Mauvais,Non
8323,1500,17295,4,Bon,Non
8324,3060,14296,9,Mauvais,Non
8325,2004,10476,10,Bon,Non
8326,2253,19962,7,Mauvais,Non
8327,1650,10045,5,Bon,Non
8328,3807,19803,5,Bon,Non
8329,4775,6775,10,Mauvais,Non
8330,4506,3227,2,Bon,Oui
8331,3423,10508,4,Mauvais,Non
8332,2532,19531,7,Bon,Non
8333,4038,17656,3,Mauvais,Non
8334,4844,14776,3,Bon,Non
8335,3061,12559,7,Bon,Non
8336,4832,17426,6,Bon,Non
8337,3331,17372,5,Bon,Non
8338,4993,4034,6,Mauvais,Non
8339,2610,18931,3,Mauvais,Non
8340,4164,18494,7,Mauvais,Non
8341,3316,14219,6,Mauvais,Non
8342,4929,16288,4,Bon,Non
8343,2987,16682,2,Bon,Non
8344,2540,7087,8,Mauvais,Non
8345,1728,14354,1,Bon,Non
8346,3937,19089,9,Mauvais,Non
8347,3998,16867,3,Mauvais,Non
8348,1855,2827,10,Bon,Oui
8349,4411,10552,10,Mauvais,Non
8350,2672,17687,1,Mauvais,Non
8351,2959,12832,7,Mauvais,Non
8352,4453,13599,4,Mauvais,Non
8353,1563,12741,10,Mauvais,Non
8354,4658,7562,1,Bon,Oui
8355,4319,7016,1,Bon,Oui
8356,1879,7497,4,Bon,Non
8357,4915,3409,7,Bon,Oui
8358,3939,11141,8,Bon,Non
8359,3283,4694,5,Mauvais,Non
8360,1905,19836,5,Mauvais,Non
8361,2039,16772,5,Bon,Non
8362,3359,3222,5,Bon,Oui
8363,4344,9579,9,Mauvais,Non
8364,4515,11835,2,Mauvais,Non
8365,1935,13809,7,Bon,Non
8366,2826,13888,10,Mauvais,Non
8367,2960,17939,10,Mauvais,Non
8368,2109,6380,8,Bon,Non
8369,2338,15119,4,Mauvais,Non
8370,3873,12110,2,Bon,Non
8371,4307,11488,5,Mauvais,Non
8372,4364,4355,5,Bon,Oui
8373,2687,8067,10,Bon,Non
8374,3481,5472,5,Mauvais,Non
8375,3734,18113,4,Mauvais,Non
8376,1917,4105,6,Bon,Non
8377,4693,17576,2,Mauvais,Non
8378,4147,16074,3,Bon,Non
8379,2180,11260,2,Mauvais,Non
8380,2535,14115,4,Bon,Non
8381,2820,12245,9,Mauvais,Non
8382,4621,15303,2,Bon,Non
8383,4704,18966,5,Mauvais,Non
8384,3392,3632,7,Mauvais,Non
8385,1530,7065,3,Bon,Non
8386,4815,5627,8,Bon,Oui
8387,3125,11566,7,Bon,Non
8388,4904,10341,6,Mauvais,Non
8389,4539,18064,3,Mauvais,Non
8390,3672,12662,9,Mauvais,Non
8391,2922,11702,5,Bon,Non
8392,4906,18932,8,Bon,Non
8393,4227,9925,1,Bon,Non
8394,3324,2142,5,Bon,Oui
8395,3053,8920,6,Bon,Non
8396,2061,3588,3,Bon,Oui
8397,1905,14693,2,Mauvais,Non
8398,4726,5813,1,Bon,Oui
8399,3606,6071,3,Mauvais,Non
8400,3571,18082,9,Bon,Non
8401,2125,17158,6,Bon,Non
8402,3285,2418,3,Bon,Oui
8403,4200,4599,2,Bon,Oui
8404,2052,16627,2,Mauvais,Non
8405,2058,17394,2,Bon,Non
8406,3698,15041,7,Mauvais,Non
8407,4777,8464,10,Bon,Oui
8408,1881,9215,1,Bon,Non
8409,3819,5426,8,Bon,Oui
8410,2532,18541,10,Mauvais,Non
8411,2353,8642,9,Bon,Non
8412,4998,10935,8,Bon,Non
8413,1876,14559,5,Bon,Non
8414,4198,9356,5,Mauvais,Non
8415,4596,11161,6,Bon,Non
8416,1939,12051,4,Mauvais,Non
8417,4049,9999,10,Mauvais,Non
8418,1992,12346,8,Mauvais,Non
8419,4409,2706,9,Mauvais,Non
8420,3195,8665,10,Bon,Non
8421,3720,2317,10,Mauvais,Non
8422,1948,17519,1,Bon,Non
8423,4520,10823,10,Bon,Non
8424,4001,19664,1,Mauvais,Non
8425,1803,2082,3,Mauvais,Non
8426,1666,11930,10,Mauvais,Non
8427,3757,19008,1,Bon,Non
8428,3469,11208,4,Mauvais,Non
8429,3462,17090,3,Bon,Non
8430,2444,10657,3,Mauvais,Non
8431,4293,18109,3,Bon,Non
8432,2604,18048,2,Bon,Non
8433,3641,16413,3,Bon,Non
8434,2854,9455,2,Mauvais,Non
8435,3493,7540,3,Bon,Non
8436,3260,18013,9,Bon,Non
8437,4397,15814,3,Mauvais,Non
8438,2504,16379,6,Mauvais,Non
8439,3192,16082,9,Mauvais,Non
8440,3278,16067,3,Bon,Non
8441,2382,9144,1,Mauvais,Non
8442,3033,6805,5,Bon,Non
8443,4836,3829,4,Bon,Oui
8444,1905,10898,9,Bon,Non
8445,3476,19918,5,Bon,Non
8446,2794,8295,2,Mauvais,Non
8447,3409,7019,5,Bon,Non
8448,2823,19084,6,Mauvais,Non
8449,2399,6867,1,Mauvais,Non
8450,4128,19835,5,Bon,Non
8451,2118,8299,8,Bon,Non
8452,3231,15915,1,Bon,Non
8453,3636,3714,4,Mauvais,Non
8454,3402,4415,4,Bon,Oui
8455,4980,10170,7,Bon,Non
8456,3561,12415,1,Mauvais,Non
8457,1641,19158,10,Mauvais,Non
8458,3625,4014,2,Mauvais,Non
8459,4011,7911,3,Mauvais,Non
8460,2819,6949,3,Mauvais,Non
8461,3273,5192,3,Mauvais,Non
8462,2823,13759,7,Bon,Non
8463,1746,11644,8,Mauvais,Non
8464,4606,12732,6,Mauvais,Non
8465,2272,18832,8,Bon,Non
8466,2411,15467,4,Bon,Non
8467,2233,16390,10,Bon,Non
8468,4835,2193,7,Mauvais,Non
8469,3587,6990,2,Mauvais,Non
8470,2037,16021,6,Mauvais,Non
8471,2407,16481,1,Mauvais,Non
8472,1617,9179,10,Mauvais,Non
8473,2652,16924,7,Mauvais,Non
8474,3416,15667,5,Mauvais,Non
8475,1947,11728,7,Bon,Non
8476,1714,9121,4,Bon,Non
8477,3204,18548,10,Bon,Non
8478,2154,7469,1,Mauvais,Non
8479,3794,3617,2,Bon,Oui
8480,3560,12035,2,Bon,Non
8481,3873,3606,10,Bon,Oui
8482,4459,12987,9,Bon,Non
8483,2748,5625,6,Bon,Non
8484,3329,4999,5,Mauvais,Non
8485,3265,11554,4,Bon,Non
8486,1723,10626,1,Bon,Non
8487,3690,7383,10,Bon,Non
8488,3055,16124,8,Bon,Non
8489,2651,9445,8,Mauvais,Non
8490,4542,19604,10,Mauvais,Non
8491,2533,13383,9,Mauvais,Non
8492,4094,3522,9,Mauvais,Non
8493,3794,6335,2,Mauvais,Non
8494,3917,5117,7,Mauvais,Non
8495,4727,12550,8,Bon,Non
8496,2495,12973,9,Bon,Non
8497,2678,18690,9,Bon,Non
8498,2074,6419,10,Mauvais,Non
8499,2095,15361,5,Mauvais,Non
8500,3007,3337,3,Mauvais,Non
8501,3739,8211,10,Bon,Non
8502,2439,13388,1,Bon,Non
8503,2823,17553,3,Bon,Non
8504,3766,8091,7,Bon,Non
8505,2097,17420,1,Bon,Non
8506,2660,9547,5,Bon,Non
8507,3039,2370,1,Bon,Oui
8508,2649,17140,1,Bon,Non
8509,1978,7510,8,Mauvais,Non
8510,3328,14560,6,Mauvais,Non
8511,3833,5116,9,Bon,Oui
8512,2161,8436,2,Bon,Non
8513,2260,18949,5,Bon,Non
8514,2706,15789,8,Mauvais,Non
8515,1994,19912,6,Mauvais,Non
8516,2501,17064,4,Mauvais,Non
8517,2001,19760,9,Bon,Non
8518,2595,8170,3,Mauvais,Non
8519,4156,16511,6,Bon,Non
8520,3518,6738,7,Bon,Oui
8521,4444,8204,8,Bon,Oui
8522,2238,17025,4,Bon,Non
8523,4309,10792,3,Mauvais,Non
8524,1867,5482,6,Bon,Non
8525,1776,15173,3,Mauvais,Non
8526,2240,14664,1,Bon,Non
8527,4912,12133,6,Mauvais,Non
8528,1684,16017,10,Mauvais,Non
8529,4756,2707,2,Mauvais,Non
8530,3851,3268,2,Mauvais,Non
8531,4903,15600,4,Mauvais,Non
8532,3367,14915,9,Bon,Non
8533,2905,14436,10,Bon,Non
8534,2213,11750,7,Mauvais,Non
8535,4041,5211,6,Mauvais,Non
8536,3485,9892,2,Mauvais,Non
8537,4714,15333,7,Bon,Non
8538,3444,2259,3,Mauvais,Non
8539,2759,3760,10,Bon,Oui
8540,3296,19594,3,Bon,Non
8541,2789,4391,9,Bon,Oui
8542,4549,3206,8,Mauvais,Non
8543,2124,12966,7,Bon,Non
8544,3062,9008,4,Mauvais,Non
8545,2869,8552,10,Mauvais,Non
8546,3736,3123,10,Mauvais,Non
8547,4317,14717,5,Mauvais,Non
8548,3875,19881,5,Mauvais,Non
8549,3896,19424,5,Bon,Non
8550,2937,15115,5,Bon,Non
8551,3803,11675,10,Mauvais,Non
8552,3404,5127,10,Bon,Oui
8553,4909,5033,2,Bon,Oui
8554,1793,3491,2,Mauvais,Non
8555,3073,3128,2,Mauvais,Non
8556,4956,5438,7,Bon,Oui
8557,2951,9355,10,Mauvais,Non
8558,4523,4852,6,Mauvais,Non
8559,1672,17417,2,Bon,Non
8560,4463,18088,3,Mauvais,Non
8561,2661,5684,1,Mauvais,Non
8562,3029,19550,9,Mauvais,Non
8563,4107,2905,10,Mauvais,Non
8564,1687,11728,6,Bon,Non
8565,4861,3674,8,Mauvais,Non
8566,4230,13020,2,Mauvais,Non
8567,3968,10200,9,Bon,Non
8568,3071,2026,4,Mauvais,Non
8569,2231,17623,10,Bon,Non
8570,3506,15824,6,Mauvais,Non
8571,4375,16098,6,Mauvais,Non
8572,3879,6427,3,Mauvais,Non
8573,2293,14473,10,Bon,Non
8574,4963,6433,3,Bon,Oui
8575,2919,3414,8,Bon,Oui
8576,3470,7964,7,Mauvais,Non
8577,4289,4890,2,Mauvais,Non
8578,4382,7382,2,Mauvais,Non
8579,3665,19991,8,Mauvais,Non
8580,1764,11141,8,Bon,Non
8581,4033,17666,1,Mauvais,Non
8582,4213,8489,1,Mauvais,Non
8583,2769,3249,6,Mauvais,Non
8584,2927,12298,8,Mauvais,Non
8585,4960,14603,8,Mauvais,Non
8586,3340,14941,3,Bon,Non
8587,4046,18094,8,Mauvais,Non
8588,3535,4339,6,Bon,Oui
8589,4549,5483,9,Bon,Oui
8590,4164,2428,10,Bon,Oui
8591,3008,13729,9,Bon,Non
8592,1987,16541,10,Bon,Non
8593,3693,13970,9,Mauvais,Non
8594,3129,2129,2,Mauvais,Non
8595,4212,15234,8,Mauvais,Non
8596,3400,12175,2,Bon,Non
8597,3651,13660,6,Bon,Non
8598,2712,15647,10,Bon,Non
8599,1647,2188,9,Bon,Oui
8600,1582,15608,1,Bon,Non
8601,2603,10289,6,Bon,Non
8602,4404,18883,10,Mauvais,Non
8603,1693,15773,9,Bon,Non
8604,3973,5595,8,Bon,Oui
8605,3910,15134,8,Mauvais,Non
8606,2928,10454,4,Bon,Non
8607,4260,5083,6,Mauvais,Non
8608,4469,15200,9,Bon,Non
8609,3097,5277,3,Bon,Oui
8610,2418,10274,4,Mauvais,Non
8611,2315,16487,3,Mauvais,Non
8612,4886,13049,9,Bon,Non
8613,1671,2904,8,Mauvais,Non
8614,3964,19510,2,Bon,Non
8615,4690,6366,3,Bon,Oui
8616,4828,4103,6,Mauvais,Non
8617,2073,6658,10,Bon,Non
8618,1929,4980,10,Bon,Non
8619,4804,5991,1,Bon,Oui
8620,4632,5894,3,Mauvais,Non
8621,3892,3461,5,Bon,Oui
8622,4729,13006,4,Bon,Non
8623,3633,2635,2,Mauvais,Non
8624,2015,8670,9,Mauvais,Non
8625,2631,4925,10,Mauvais,Non
8626,4220,6213,4,Mauvais,Non
8627,3737,9692,4,Bon,Non
8628,3893,9638,1,Bon,Non
8629,4863,2736,1,Mauvais,Non
8630,2737,10039,5,Bon,Non
8631,2425,5008,7,Mauvais,Non
8632,4826,8906,9,Mauvais,Non
8633,2347,7526,2,Mauvais,Non
8634,4299,5953,1,Bon,Oui
8635,2309,9996,8,Bon,Non
8636,3877,9193,7,Mauvais,Non
8637,1772,19184,1,Bon,Non
8638,2488,4835,4,Bon,Oui
8639,4174,15001,7,Mauvais,Non
8640,1524,13584,9,Mauvais,Non
8641,3168,2867,4,Bon,Oui
8642,3618,3494,1,Bon,Oui
8643,3105,8308,5,Bon,Non
8644,1671,17421,5,Bon,Non
8645,3555,18146,10,Bon,Non
8646,3321,9758,8,Mauvais,Non
8647,1581,16124,1,Bon,Non
8648,1909,16907,9,Mauvais,Non
8649,3864,17366,3,Bon,Non
8650,2020,13402,9,Bon,Non
8651,2588,13184,1,Bon,Non
8652,4053,6465,5,Bon,Oui
8653,1949,5978,1,Mauvais,Non
8654,1983,3610,1,Bon,Oui
8655,3129,5550,1,Mauvais,Non
8656,4451,17230,9,Bon,Non
8657,4063,13737,1,Bon,Non
8658,3409,9796,10,Mauvais,Non
8659,2311,2104,8,Mauvais,Non
8660,4807,9367,7,Bon,Oui
8661,3879,6387,4,Mauvais,Non
8662,3874,5215,9,Mauvais,Non
8663,3596,8273,1,Mauvais,Non
8664,3757,3598,1,Mauvais,Non
8665,1907,13514,2,Bon,Non
8666,1559,16307,7,Mauvais,Non
8667,3926,13076,5,Bon,Non
8668,3394,3461,5,Bon,Oui
8669,2595,4266,6,Bon,Oui
8670,1621,12908,10,Bon,Non
8671,2014,12115,6,Bon,Non
8672,1601,9885,7,Bon,Non
8673,4217,6383,1,Mauvais,Non
8674,3382,8447,7,Bon,Non
8675,2437,10388,2,Bon,Non
8676,1640,8426,9,Bon,Non
8677,1852,18362,8,Bon,Non
8678,2103,10075,2,Mauvais,Non
8679,3062,2117,8,Mauvais,Non
8680,2368,10585,7,Bon,Non
8681,4999,8196,8,Bon,Oui
8682,3334,17133,4,Mauvais,Non
8683,4138,11367,3,Bon,Non
8684,3412,9898,10,Mauvais,Non
8685,4373,11754,2,Mauvais,Non
8686,3580,12276,3,Bon,Non
8687,4370,19861,1,Bon,Non
8688,1958,18689,1,Bon,Non
8689,1693,19787,2,Bon,Non
8690,2331,18450,2,Mauvais,Non
8691,3090,13080,1,Mauvais,Non
8692,3599,2785,7,Bon,Oui
8693,3698,2064,7,Bon,Oui
8694,2564,8557,3,Bon,Non
8695,4429,13965,9,Bon,Non
8696,1914,18878,9,Bon,Non
8697,2364,18161,2,Bon,Non
8698,4163,6975,1,Mauvais,Non
8699,3772,15549,1,Bon,Non
8700,2637,3173,7,Bon,Oui
8701,1683,3120,8,Bon,Oui
8702,3769,18216,10,Bon,Non
8703,3378,5524,7,Bon,Oui
8704,1776,12604,3,Mauvais,Non
8705,1992,9795,9,Bon,Non
8706,3113,7346,6,Bon,Non
8707,2155,18103,10,Mauvais,Non
8708,3435,11556,6,Bon,Non
8709,4167,17396,1,Bon,Non
8710,3123,9425,6,Bon,Non
8711,2342,12024,6,Mauvais,Non
8712,3194,3837,3,Mauvais,Non
8713,1501,17683,2,Bon,Non
8714,2098,12698,4,Mauvais,Non
8715,2362,13596,2,Mauvais,Non
8716,3448,10277,3,Mauvais,Non
8717,4822,6874,6,Mauvais,Non
8718,2005,6645,3,Bon,Non
8719,2817,2323,6,Mauvais,Non
8720,4817,7671,6,Mauvais,Non
8721,2027,9042,6,Mauvais,Non
8722,3684,10108,8,Mauvais,Non
8723,1680,12055,2,Mauvais,Non
8724,1671,15323,1,Mauvais,Non
8725,3471,8778,2,Mauvais,Non
8726,2009,5686,5,Bon,Non
8727,1927,2124,8,Mauvais,Non
8728,3923,5646,3,Mauvais,Non
8729,4362,11731,7,Bon,Non
8730,3213,12101,2,Mauvais,Non
8731,2697,13719,7,Bon,Non
8732,1637,18737,2,Mauvais,Non
8733,1875,19567,5,Bon,Non
8734,3291,8018,9,Mauvais,Non
8735,4584,9999,7,Bon,Non
8736,4251,12202,2,Bon,Non
8737,2378,12962,3,Mauvais,Non
8738,3173,9913,7,Bon,Non
8739,4432,19107,3,Mauvais,Non
8740,2094,4854,1,Mauvais,Non
8741,2351,3811,5,Bon,Oui
8742,2984,17293,5,Bon,Non
8743,2926,6723,1,Mauvais,Non
8744,2975,2835,7,Mauvais,Non
8745,1869,18750,3,Mauvais,Non
8746,1740,14961,10,Mauvais,Non
8747,4797,10817,8,Mauvais,Non
8748,1727,11499,7,Mauvais,Non
8749,2866,12531,8,Bon,Non
8750,2186,15881,10,Bon,Non
8751,2576,3485,4,Bon,Oui
8752,1661,16883,5,Bon,Non
8753,1864,8413,2,Bon,Non
8754,3861,9093,2,Mauvais,Non
8755,3559,7341,10,Bon,Non
8756,3910,9103,8,Bon,Non
8757,1933,12447,7,Bon,Non
8758,3689,19303,7,Bon,Non
8759,4755,15215,8,Bon,Non
8760,4709,4261,2,Bon,Oui
8761,4882,15681,4,Mauvais,Non
8762,2924,13818,7,Bon,Non
8763,4603,17855,9,Bon,Non
8764,3849,14708,10,Mauvais,Non
8765,3397,4719,3,Bon,Oui
8766,3337,10318,4,Mauvais,Non
8767,4019,7863,6,Mauvais,Non
8768,4745,9029,7,Bon,Oui
8769,2135,15908,7,Mauvais,Non
8770,4426,17822,6,Bon,Non
8771,3560,3240,6,Bon,Oui
8772,3225,18482,5,Bon,Non
8773,4993,19325,5,Bon,Non
8774,1846,16059,10,Mauvais,Non
8775,3156,6122,5,Bon,Oui
8776,4461,15945,3,Bon,Non
8777,4079,10031,10,Mauvais,Non
8778,4870,19433,10,Mauvais,Non
8779,3072,2066,4,Mauvais,Non
8780,3809,16289,3,Bon,Non
8781,4152,4013,6,Bon,Oui
8782,2428,14986,1,Mauvais,Non
8783,1533,10580,7,Bon,Non
8784,1844,17489,2,Mauvais,Non
8785,4827,7866,4,Mauvais,Non
8786,4692,17630,7,Bon,Non
8787,3876,17778,4,Bon,Non
8788,4538,15644,8,Mauvais,Non
8789,2248,11023,7,Mauvais,Non
8790,3763,19842,2,Bon,Non
8791,1973,2954,6,Mauvais,Non
8792,3920,17852,4,Bon,Non
8793,3200,3472,3,Bon,Oui
8794,2255,4401,5,Bon,Oui
8795,3748,14502,4,Bon,Non
8796,4025,14820,9,Mauvais,Non
8797,3871,12592,6,Mauvais,Non
8798,3299,13278,3,Mauvais,Non
8799,2074,9736,5,Mauvais,Non
8800,3238,8571,2,Mauvais,Non
8801,4135,8571,10,Mauvais,Non
8802,1736,5902,7,Bon,Non
8803,4893,5003,7,Bon,Oui
8804,3769,4412,6,Bon,Oui
8805,2427,4644,4,Mauvais,Non
8806,3173,6998,7,Bon,Non
8807,3185,8136,3,Bon,Non
8808,2382,4183,6,Mauvais,Non
8809,2518,4260,9,Mauvais,Non
8810,4000,16329,4,Mauvais,Non
8811,3969,18809,5,Mauvais,Non
8812,3346,18489,10,Mauvais,Non
8813,2016,11609,10,Mauvais,Non
8814,4174,8127,4,Mauvais,Non
8815,4385,9513,7,Bon,Non
8816,4573,2156,6,Bon,Oui
8817,3616,7284,1,Bon,Non
8818,2131,2112,7,Bon,Oui
8819,3295,12884,9,Mauvais,Non
8820,1895,3541,5,Mauvais,Non
8821,4024,4072,6,Mauvais,Non
8822,3333,2049,10,Mauvais,Non
8823,4178,16281,3,Bon,Non
8824,4861,13151,4,Mauvais,Non
8825,1936,17102,6,Bon,Non
8826,2231,7300,2,Bon,Non
8827,4264,8072,7,Bon,Oui
8828,3522,10628,9,Mauvais,Non
8829,1641,10892,8,Bon,Non
8830,4813,14262,4,Bon,Non
8831,2574,18158,5,Bon,Non
8832,4985,14485,1,Bon,Non
8833,3695,9843,1,Bon,Non
8834,3269,5974,3,Bon,Oui
8835,4880,14851,7,Mauvais,Non
8836,3333,13286,9,Mauvais,Non
8837,1764,16990,2,Mauvais,Non
8838,2618,11601,6,Bon,Non
8839,4966,9716,2,Mauvais,Non
8840,4739,11387,10,Bon,Non
8841,4931,9829,3,Bon,Oui
8842,2605,9285,10,Mauvais,Non
8843,4513,8356,3,Mauvais,Non
8844,2123,14843,5,Mauvais,Non
8845,2300,8967,7,Mauvais,Non
8846,3087,5446,2,Bon,Oui
8847,4550,9119,2,Mauvais,Non
8848,2548,19130,4,Bon,Non
8849,2862,9583,1,Bon,Non
8850,3183,12410,4,Bon,Non
8851,1658,19576,3,Bon,Non
8852,1684,11552,3,Bon,Non
8853,4507,12010,8,Mauvais,Non
8854,4537,2631,1,Mauvais,Non
8855,2824,18558,9,Mauvais,Non
8856,3464,16564,4,Mauvais,Non
8857,1710,11708,6,Bon,Non
8858,3269,15785,7,Mauvais,Non
8859,3413,8727,6,Bon,Non
8860,3634,19561,5,Bon,Non
8861,1757,12286,10,Mauvais,Non
8862,2032,7999,3,Bon,Non
8863,2578,10154,7,Mauvais,Non
8864,3484,19791,5,Mauvais,Non
8865,4059,4050,4,Bon,Oui
8866,3314,19201,8,Bon,Non
8867,3734,8219,10,Mauvais,Non
8868,3589,18447,3,Mauvais,Non
8869,3768,2208,2,Mauvais,Non
8870,4329,15571,6,Mauvais,Non
8871,4449,7501,7,Mauvais,Non
8872,3444,12633,2,Bon,Non
8873,2231,2727,5,Bon,Oui
8874,3488,15240,1,Mauvais,Non
8875,2838,11404,6,Bon,Non
8876,3004,15113,10,Mauvais,Non
8877,2890,3108,2,Bon,Oui
8878,2141,17971,1,Bon,Non
8879,2696,8436,3,Mauvais,Non
8880,2110,17993,4,Mauvais,Non
8881,4478,16641,10,Bon,Non
8882,3722,8138,5,Bon,Non
8883,2547,8562,4,Bon,Non
8884,3238,19595,1,Mauvais,Non
8885,4689,2061,9,Bon,Oui
8886,4110,15923,4,Mauvais,Non
8887,2196,8847,4,Mauvais,Non
8888,2393,6221,9,Mauvais,Non
8889,1661,7847,2,Bon,Non
8890,3990,13355,9,Mauvais,Non
8891,2169,3396,6,Mauvais,Non
8892,4826,12411,7,Bon,Non
8893,1875,2209,4,Mauvais,Non
8894,2672,5121,1,Mauvais,Non
8895,2687,13650,4,Mauvais,Non
8896,3157,19201,4,Bon,Non
8897,2523,4582,3,Bon,Oui
8898,4254,16817,10,Bon,Non
8899,2645,11285,5,Bon,Non
8900,3972,13458,7,Bon,Non
8901,4738,16465,9,Bon,Non
8902,4148,14763,6,Bon,Non
8903,2972,5197,4,Bon,Oui
8904,2187,6296,2,Mauvais,Non
8905,3335,13279,8,Mauvais,Non
8906,2268,14440,9,Bon,Non
8907,4816,18024,1,Bon,Non
8908,4037,9617,5,Bon,Non
8909,2833,19585,1,Mauvais,Non
8910,3673,2414,8,Bon,Oui
8911,1545,13136,8,Bon,Non
8912,4973,13051,7,Bon,Non
8913,1507,14455,3,Mauvais,Non
8914,3181,14519,3,Mauvais,Non
8915,2376,4623,4,Mauvais,Non
8916,4574,3190,4,Mauvais,Non
8917,4279,9091,1,Bon,Non
8918,2056,12765,6,Mauvais,Non
8919,4096,14363,9,Mauvais,Non
8920,3473,6095,1,Bon,Oui
8921,2317,16701,5,Bon,Non
8922,1598,19252,3,Mauvais,Non
8923,4347,12314,10,Mauvais,Non
8924,4572,9393,10,Bon,Non
8925,4146,15808,6,Bon,Non
8926,4164,17710,9,Bon,Non
8927,2116,2431,3,Mauvais,Non
8928,4507,4175,1,Bon,Oui
8929,2250,13370,2,Bon,Non
8930,1501,4469,1,Bon,Non
8931,2810,18136,6,Bon,Non
8932,4603,13516,5,Mauvais,Non
8933,3128,12894,8,Bon,Non
8934,3906,13718,4,Bon,Non
8935,2397,7461,2,Mauvais,Non
8936,4768,2399,5,Mauvais,Non
8937,2893,17237,8,Bon,Non
8938,1660,13185,4,Bon,Non
8939,4201,3240,3,Bon,Oui
8940,4826,19345,6,Bon,Non
8941,3041,7460,9,Mauvais,Non
8942,2491,8677,8,Bon,Non
8943,4501,9164,4,Mauvais,Non
8944,2159,5594,1,Mauvais,Non
8945,2553,3542,8,Bon,Oui
8946,4267,6746,2,Bon,Oui
8947,1810,3284,4,Mauvais,Non
8948,3733,6633,8,Bon,Oui
8949,3974,7000,8,Bon,Oui
8950,4371,5332,6,Mauvais,Non
8951,3244,10374,5,Mauvais,Non
8952,2804,19967,1,Mauvais,Non
8953,2244,9033,7,Mauvais,Non
8954,4699,9822,4,Bon,Non
8955,3529,12900,3,Mauvais,Non
8956,2607,5784,10,Bon,Non
8957,4305,16169,6,Mauvais,Non
8958,4243,5290,8,Bon,Oui
